"sk_legislatura","version","date_from","date_to","idDeputado","idLegislaturaFinal","idLegislaturaInicial","dt_inicio","anoEleicao","dt_fim","dt_inicio_real"
1267,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1611",22,22,,,,
1268,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1799",22,22,,,,
1269,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","4069",22,22,,,,
1270,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1703",22,22,,,,
1271,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1775",22,22,,,,
1272,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1774",22,22,,,,
1273,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1921",23,22,,,,
1274,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3937",23,22,,,,
1275,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1563",23,16,,,,
1276,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3965",23,23,,,,
1277,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1827",23,23,,,,
1278,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1828",23,23,,,,
1279,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1667",23,22,,,,
1280,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3948",23,23,,,,
1281,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1646",23,22,,,,
1282,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1655",23,22,,,,
1283,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1674",23,22,,,,
1284,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3953",23,23,,,,
1285,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1787",23,22,,,,
1286,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1548",23,12,,,,
1287,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1870",23,23,,,,
1288,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3956",23,23,,,,
1289,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1663",23,22,,,,
1290,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1907",23,23,,,,
1291,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1676",23,22,,,,
1292,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1790",23,22,,,,
1293,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3959",23,23,,,,
1294,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1909",23,23,,,,
1295,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1850",23,23,,,,
1296,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1910",23,23,,,,
1297,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3963",23,22,,,,
1298,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3964",23,23,,,,
1299,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1896",23,23,,,,
1300,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3946",23,22,,,,
1301,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1571",23,17,,,,
1302,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3967",23,23,,,,
1303,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3973",23,23,,,,
1304,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1912",23,23,,,,
1305,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1638",23,22,,,,
1306,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3988",23,23,,,,
1307,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1889",23,23,,,,
1308,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130124",23,23,,,,
1309,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1822",23,22,,,,
1310,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1938",23,23,,,,
1311,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1705",23,22,,,,
1312,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1578",23,18,,,,
1313,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130125",23,22,,,,
1314,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1791",23,22,,,,
1315,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1594",23,20,,,,
1316,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1610",23,22,,,,
1317,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1853",23,23,,,,
1318,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1830",23,23,,,,
1319,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3981",23,22,,,,
1320,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1733",23,22,,,,
1321,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1933",23,23,,,,
1322,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3992",23,23,,,,
1323,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1843",23,23,,,,
1324,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1556",23,14,,,,
1325,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1793",23,22,,,,
1326,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3977",23,22,,,,
1327,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3998",23,23,,,,
1328,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1860",23,23,,,,
1329,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1935",23,23,,,,
1330,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1861",23,23,,,,
1331,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1936",23,23,,,,
1332,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1743",23,22,,,,
1333,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1755",23,22,,,,
1334,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1862",23,23,,,,
1335,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3984",23,23,,,,
1336,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3940",23,23,,,,
1337,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3966",23,20,,,,
1338,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1626",23,22,,,,
1339,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1916",23,23,,,,
1340,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1818",23,23,,,,
1341,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3140",23,23,,,,
1342,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1737",23,22,,,,
1343,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1568",23,17,,,,
1344,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1937",23,23,,,,
1345,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1565",23,17,,,,
1346,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1988",24,24,,,,
1347,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3871",24,23,,,,
1348,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1845",24,23,,,,
1349,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2012",24,24,,,,
1350,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1943",24,24,,,,
1351,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1947",24,22,,,,
1352,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1894",24,23,,,,
1353,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1811",24,23,,,,
1354,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3880",24,24,,,,
1355,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1614",24,22,,,,
1356,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1973",24,24,,,,
1357,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1998",24,24,,,,
1358,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130115",24,23,,,,
1359,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1847",24,23,,,,
1360,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1841",24,23,,,,
1361,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1848",24,23,,,,
1362,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1924",24,23,,,,
1363,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2013",24,24,,,,
1364,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3910",24,23,,,,
1365,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3896",24,23,,,,
1366,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1849",24,23,,,,
1367,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1838",24,23,,,,
1368,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1908",24,23,,,,
1369,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1955",24,24,,,,
1370,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3909",24,22,,,,
1371,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1911",24,23,,,,
1372,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130116",24,22,,,,
1373,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3887",24,23,,,,
1374,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1581",24,18,,,,
1375,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1690",24,22,,,,
1376,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2017",24,24,,,,
1377,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1839",24,23,,,,
1378,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3893",24,23,,,,
1379,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130120",24,24,,,,
1380,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1975",24,24,,,,
1381,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1824",24,23,,,,
1382,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1691",24,22,,,,
1383,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1583",24,19,,,,
1384,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1778",24,22,,,,
1385,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3919",24,24,,,,
1386,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3920",24,24,,,,
1387,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1965",24,24,,,,
1388,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2018",24,24,,,,
1389,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1855",24,23,,,,
1390,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2019",24,24,,,,
1391,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1996",24,24,,,,
1392,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1899",24,23,,,,
1393,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3913",24,23,,,,
1394,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1708",24,22,,,,
1395,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1969",24,24,,,,
1396,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3889",24,24,,,,
1397,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1886",24,23,,,,
1398,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1981",24,23,,,,
1399,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1592",24,19,,,,
1400,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3929",24,24,,,,
1401,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1914",24,23,,,,
1402,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3930",24,24,,,,
1403,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3897",24,24,,,,
1404,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1945",24,24,,,,
1405,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1984",24,24,,,,
1406,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1574",24,18,,,,
1407,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1865",24,23,,,,
1408,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1832",24,23,,,,
1409,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1596",24,20,,,,
1410,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1773",24,22,,,,
1411,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1840",24,23,,,,
1412,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1961",24,24,,,,
1413,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1942",25,24,,,,
1414,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3794",25,22,,,,
1415,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3795",25,24,,,,
1416,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2094",25,25,,,,
1417,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3830",25,24,,,,
1418,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130111",25,25,,,,
1419,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2095",25,25,,,,
1420,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130112",25,24,,,,
1421,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130100",25,22,,,,
1422,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3806",25,22,,,,
1423,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3807",25,23,,,,
1424,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2084",25,25,,,,
1425,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2004",25,24,,,,
1426,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3803",25,25,,,,
1427,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1944",25,24,,,,
1428,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2032",25,25,,,,
1429,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1966",25,24,,,,
1430,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2085",25,25,,,,
1431,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3810",25,24,,,,
1432,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3798",25,23,,,,
1433,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1619",25,22,,,,
1434,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3812",25,23,,,,
1435,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2014",25,24,,,,
1436,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2047",25,25,,,,
1437,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2049",25,25,,,,
1438,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2027",25,17,,,,
1439,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3814",25,25,,,,
1440,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3818",25,23,,,,
1441,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2081",25,25,,,,
1442,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3817",25,25,,,,
1443,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1550",25,13,,,,
1444,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3823",25,22,,,,
1445,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3858",25,25,,,,
1446,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2007",25,24,,,,
1447,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3824",25,23,,,,
1448,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2033",25,25,,,,
1449,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3826",25,25,,,,
1450,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3827",25,23,,,,
1451,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1976",25,24,,,,
1452,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1950",25,24,,,,
1453,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2067",25,25,,,,
1454,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3839",25,25,,,,
1455,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1572",25,17,,,,
1456,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2052",25,25,,,,
1457,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3846",25,13,,,,
1458,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2092",25,25,,,,
1459,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2023",25,25,,,,
1460,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1990",25,24,,,,
1461,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1600",25,14,,,,
1462,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1851",25,23,,,,
1463,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2064",25,25,,,,
1464,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2101",25,25,,,,
1465,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2102",25,25,,,,
1466,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2041",25,25,,,,
1467,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1622",25,22,,,,
1468,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2053",25,25,,,,
1469,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2088",25,25,,,,
1470,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1577",25,18,,,,
1471,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3804",25,25,,,,
1472,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3800",25,25,,,,
1473,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1857",25,23,,,,
1474,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1648",25,22,,,,
1475,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1698",25,22,,,,
1476,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1771",25,22,,,,
1477,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1566",25,17,,,,
1478,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1980",25,24,,,,
1479,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","176334",25,25,,,,
1480,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1934",25,23,,,,
1481,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1837",25,23,,,,
1482,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1825",25,23,,,,
1483,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1710",25,22,,,,
1484,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2001",25,24,,,,
1485,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3848",25,25,,,,
1486,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3822",25,24,,,,
1487,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1702",25,22,,,,
1488,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1643",25,22,,,,
1489,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1873",25,23,,,,
1490,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2057",25,25,,,,
1491,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2108",25,25,,,,
1492,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3136",25,25,,,,
1493,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1654",25,22,,,,
1494,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1569",26,17,,,,
1495,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2165",26,26,,,,
1496,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1946",26,24,,,,
1497,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1209",26,19,,,,
1498,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2167",26,26,,,,
1499,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3717",26,25,,,,
1500,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2168",26,26,,,,
1501,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2025",26,25,,,,
1502,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2121",26,26,,,,
1503,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1887",26,23,,,,
1504,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1972",26,24,,,,
1505,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2133",26,26,,,,
1506,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3728",26,23,,,,
1507,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130107",26,24,,,,
1508,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3770",26,25,,,,
1509,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1906",26,23,,,,
1510,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2128",26,26,,,,
1511,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3733",26,26,,,,
1512,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1866",26,23,,,,
1513,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3734",26,26,,,,
1514,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2181",26,26,,,,
1515,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1867",26,22,,,,
1516,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3737",26,25,,,,
1517,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1948",26,24,,,,
1518,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2069",26,25,,,,
1519,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2123",26,26,,,,
1520,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3773",26,26,,,,
1521,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2170",26,26,,,,
1522,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2131",26,26,,,,
1523,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1926",26,23,,,,
1524,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2046",26,24,,,,
1525,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3741",26,23,,,,
1526,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2070",26,25,,,,
1527,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3743",26,23,,,,
1528,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1989",26,24,,,,
1529,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2048",26,25,,,,
1530,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2026",26,25,,,,
1531,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2015",26,24,,,,
1532,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1767",26,22,,,,
1533,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3751",26,26,,,,
1534,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1951",26,24,,,,
1535,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3752",26,23,,,,
1536,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1835",26,23,,,,
1537,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3755",26,25,,,,
1538,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3762",26,24,,,,
1539,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3729",26,26,,,,
1540,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1706",26,22,,,,
1541,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2151",26,26,,,,
1542,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2037",26,25,,,,
1543,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2164",26,26,,,,
1544,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130110",26,26,,,,
1545,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2188",26,26,,,,
1546,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2124",26,26,,,,
1547,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3763",26,22,,,,
1548,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3775",26,25,,,,
1549,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2087",26,25,,,,
1550,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1560",26,16,,,,
1551,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3766",26,26,,,,
1552,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1595",26,20,,,,
1553,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3771",26,24,,,,
1554,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1794",26,22,,,,
1555,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3772",26,26,,,,
1556,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1738",26,22,,,,
1557,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2146",26,26,,,,
1558,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2089",26,25,,,,
1559,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1831",26,23,,,,
1560,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1982",26,24,,,,
1561,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1816",26,23,,,,
1562,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2114",26,26,,,,
1563,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1659",26,22,,,,
1564,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1810",26,23,,,,
1565,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1582",26,19,,,,
1566,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2065",26,25,,,,
1567,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1893",26,23,,,,
1568,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1819",26,23,,,,
1569,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1874",26,23,,,,
1570,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3792",26,24,,,,
1571,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","130109",26,18,,,,
1572,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1820",26,23,,,,
1573,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3767",26,26,,,,
1574,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1844",26,23,,,,
1575,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3650",27,25,,,,
1576,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1875",27,23,,,,
1577,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2178",27,26,,,,
1578,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2242",27,27,,,,
1579,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3652",27,24,,,,
1580,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2230",27,27,,,,
1581,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","1985",27,24,,,,
1582,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3657",27,25,,,,
1583,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3684",27,24,,,,
1584,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3682",27,23,,,,
1585,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2040",27,25,,,,
1586,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","3683",27,25,,,,
1587,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2115",27,26,,,,
1588,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2139",27,26,,,,
1589,1,"1900-01-01 00:00:00","2200-01-01 00:00:00","2227",27,27,,,,
